# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Wed, 25 Feb 2026 03:01:13 +0100
#
# IP	number of (black)lists
#
173.239.196.64	1
173.239.196.65	1
173.239.196.66	1
173.239.196.67	1
173.239.196.68	1
173.239.196.69	1
173.239.196.70	1
173.239.196.71	1
173.239.196.72	1
173.239.196.73	1
173.239.196.74	1
173.239.196.75	1
173.239.196.76	1
173.239.196.77	1
173.239.196.78	1
173.239.196.79	1
173.239.196.80	1
173.239.196.81	1
173.239.196.82	1
173.239.196.83	1
173.239.196.84	1
173.239.196.85	1
173.239.196.86	1
173.239.196.87	1
173.239.196.88	1
173.239.196.89	1
173.239.196.90	1
173.239.196.91	1
173.239.196.92	1
173.239.196.93	1
173.239.196.94	1
173.239.196.95	1
173.239.196.96	1
173.239.196.97	1
173.239.196.98	1
173.239.196.99	1
173.239.196.100	1
173.239.196.101	1
173.239.196.102	1
173.239.196.103	1
173.239.196.104	1
173.239.196.105	1
173.239.196.106	1
173.239.196.107	1
173.239.196.108	1
173.239.196.109	1
173.239.196.110	1
173.239.196.111	1
173.239.196.112	1
173.239.196.113	1
173.239.196.114	1
173.239.196.115	1
173.239.196.116	1
173.239.196.117	1
173.239.196.118	1
173.239.196.119	1
173.239.196.120	1
173.239.196.121	1
173.239.196.122	1
173.239.196.123	1
173.239.196.129	1
173.239.196.130	1
173.239.196.131	1
173.239.196.132	1
173.239.196.133	1
173.239.196.134	1
173.239.196.135	1
173.239.196.136	1
173.239.196.137	1
173.239.196.138	1
173.239.196.139	1
173.239.196.140	1
173.239.196.141	1
173.239.196.142	1
173.239.196.143	1
173.239.196.144	1
173.239.196.145	1
173.239.196.146	1
173.239.196.147	1
173.239.196.148	1
173.239.196.149	1
173.239.196.150	1
173.239.196.151	1
173.239.196.152	1
173.239.196.155	1
173.239.196.158	1
173.239.196.159	1
173.239.196.160	1
173.239.196.161	1
173.239.196.162	1
173.239.196.163	1
173.239.196.164	1
173.239.196.165	1
173.239.196.166	1
173.239.196.167	1
173.239.196.168	1
173.239.196.169	1
173.239.196.170	1
173.239.196.171	1
173.239.196.172	1
173.239.196.173	1
173.239.196.174	1
173.239.196.175	1
173.239.196.176	1
173.239.196.177	1
173.239.196.178	1
173.239.196.179	1
173.239.196.180	1
173.239.196.181	1
173.239.196.182	1
173.239.196.183	1
173.239.196.184	1
173.239.196.185	1
173.239.196.186	1
173.239.196.187	1
173.239.196.188	1
173.239.196.189	1
173.239.196.190	1
173.239.196.191	1
173.239.214.2	1
173.239.214.3	1
173.239.214.4	1
173.239.214.5	1
173.239.214.6	1
173.239.214.7	1
173.239.214.8	1
173.239.214.9	1
173.239.214.10	1
173.239.214.11	1
173.239.214.13	1
173.239.214.14	1
173.239.214.15	1
173.239.214.16	1
173.239.214.17	1
173.239.214.18	1
173.239.214.19	1
173.239.214.20	1
173.239.214.21	1
173.239.214.22	1
173.239.214.23	1
173.239.214.24	1
173.239.214.25	1
173.239.214.27	1
173.239.214.28	1
173.239.214.29	1
173.239.214.30	1
173.239.214.31	1
173.239.214.32	1
173.239.214.33	1
173.239.214.34	1
173.239.214.35	1
173.239.214.36	1
173.239.214.37	1
173.239.214.38	1
173.239.214.39	1
173.239.214.40	1
173.239.214.41	1
173.239.214.42	1
173.239.214.43	1
173.239.214.44	1
173.239.214.45	1
173.239.214.46	1
173.239.214.47	1
173.239.214.48	1
173.239.214.49	1
173.239.214.50	1
173.239.214.51	1
173.239.214.52	1
173.239.214.53	1
173.239.214.54	1
173.239.214.55	1
173.239.214.56	1
173.239.214.57	1
173.239.214.58	1
173.239.214.59	1
173.239.214.60	1
173.239.214.61	1
173.239.214.62	1
173.239.214.63	1
173.239.214.64	1
173.239.214.65	1
173.239.214.66	1
173.239.214.67	1
173.239.214.68	1
173.239.214.69	1
173.239.214.70	1
173.239.214.71	1
173.239.214.72	1
173.239.214.73	1
173.239.214.74	1
173.239.214.75	1
173.239.214.76	1
173.239.214.77	1
173.239.214.78	1
173.239.214.79	1
173.239.214.80	1
173.239.214.81	1
173.239.214.82	1
173.239.214.83	1
173.239.214.84	1
173.239.214.85	1
173.239.214.86	1
173.239.214.87	1
173.239.214.88	1
173.239.214.89	1
173.239.214.90	1
173.239.214.91	1
173.239.214.92	1
173.239.214.93	1
173.239.214.95	1
173.239.214.97	1
173.239.214.98	1
173.239.214.99	1
173.239.214.100	1
173.239.214.101	1
173.239.214.102	1
173.239.214.103	1
173.239.214.104	1
173.239.214.105	1
173.239.214.106	1
173.239.214.107	1
173.239.214.108	1
173.239.214.109	1
173.239.214.110	1
173.239.214.111	1
173.239.214.113	1
173.239.214.114	1
173.239.214.115	1
173.239.214.116	1
173.239.214.117	1
173.239.214.118	1
173.239.214.119	1
173.239.214.120	1
173.239.214.121	1
173.239.214.122	1
173.239.214.123	1
173.239.214.124	1
173.239.214.125	1
173.239.214.126	1
173.239.214.127	1
173.239.214.128	1
173.239.214.129	1
173.239.214.130	1
173.239.214.131	1
173.239.214.132	1
173.239.214.133	1
173.239.214.134	1
173.239.214.135	1
173.239.214.136	1
173.239.214.137	1
173.239.214.138	1
173.239.214.139	1
173.239.214.140	1
173.239.214.141	1
173.239.214.142	1
173.239.214.143	1
173.239.214.144	1
173.239.214.145	1
173.239.214.146	1
173.239.214.147	1
173.239.214.148	1
173.239.214.149	1
173.239.214.150	1
173.239.214.151	1
173.239.214.152	1
173.239.214.153	1
173.239.214.154	1
173.239.214.155	1
173.239.214.156	1
173.239.214.157	1
173.239.214.158	1
173.239.214.159	1
173.239.214.160	1
173.239.214.161	1
173.239.214.162	1
173.239.214.163	1
173.239.214.164	1
173.239.214.165	1
173.239.214.166	1
173.239.214.167	1
173.239.214.168	1
173.239.214.169	1
173.239.214.170	1
173.239.214.171	1
173.239.214.172	1
173.239.214.173	1
173.239.214.174	1
173.239.214.175	1
173.239.214.176	1
173.239.214.177	1
173.239.214.178	1
173.239.214.179	1
173.239.214.180	1
173.239.214.181	1
173.239.214.182	1
173.239.214.183	1
173.239.214.184	1
173.239.214.185	1
173.239.214.186	1
173.239.214.187	1
173.239.214.188	1
173.239.214.189	1
173.239.214.190	1
173.239.214.191	1
173.239.214.192	1
173.239.214.193	1
173.239.214.194	1
173.239.214.195	1
173.239.214.196	1
173.239.214.197	1
173.239.214.198	1
173.239.214.199	1
173.239.214.200	1
173.239.214.201	1
173.239.214.202	1
173.239.214.203	1
173.239.214.204	1
173.239.214.205	1
173.239.214.206	1
173.239.214.207	1
173.239.214.208	1
173.239.214.209	1
173.239.214.210	1
173.239.214.211	1
173.239.214.212	1
173.239.214.213	1
173.239.214.214	1
173.239.214.215	1
173.239.214.216	1
173.239.214.217	1
173.239.214.218	1
173.239.214.219	1
173.239.214.220	1
173.239.214.221	1
173.239.214.222	1
173.239.214.223	1
173.239.214.224	1
173.239.214.225	1
173.239.214.226	1
173.239.214.227	1
173.239.214.228	1
173.239.214.229	1
173.239.214.230	1
173.239.214.231	1
173.239.214.232	1
173.239.214.233	1
173.239.214.235	1
173.239.214.237	1
173.239.214.238	1
173.239.214.239	1
173.239.214.240	1
173.239.214.241	1
173.239.214.243	1
173.239.214.244	1
173.239.214.245	1
173.239.214.246	1
173.239.214.247	1
173.239.214.248	1
173.239.214.249	1
173.239.214.250	1
173.239.214.252	1
173.239.214.253	1
173.239.214.254	1
173.239.218.2	1
173.239.218.3	1
173.239.218.5	1
173.239.218.7	1
173.239.218.11	1
173.239.218.12	1
173.239.218.14	1
173.239.218.15	1
173.239.218.17	1
173.239.218.20	1
173.239.218.21	1
173.239.218.24	1
173.239.218.25	1
173.239.218.26	1
173.239.218.27	1
173.239.218.28	1
173.239.218.29	1
173.239.218.30	1
173.239.218.31	1
173.239.218.32	1
173.239.218.33	1
173.239.218.34	1
173.239.218.35	1
173.239.218.37	1
173.239.218.38	1
173.239.218.39	1
173.239.218.41	1
173.239.218.42	1
173.239.218.43	1
173.239.218.44	1
173.239.218.45	1
173.239.218.46	1
173.239.218.47	1
173.239.218.48	1
173.239.218.49	1
173.239.218.50	1
173.239.218.51	1
173.239.218.52	1
173.239.218.53	1
173.239.218.54	1
173.239.218.55	1
173.239.218.56	1
173.239.218.57	1
173.239.218.58	1
173.239.218.59	1
173.239.218.60	1
173.239.218.62	1
173.239.218.63	1
173.239.218.64	1
173.239.218.65	1
173.239.218.66	1
173.239.218.67	1
173.239.218.68	1
173.239.218.69	1
173.239.218.70	1
173.239.218.71	1
173.239.218.72	1
173.239.218.73	1
173.239.218.74	1
173.239.218.83	1
173.239.218.84	1
173.239.218.87	1
173.239.218.88	1
173.239.218.90	1
173.239.218.93	1
173.239.218.94	1
173.239.218.96	1
173.239.218.97	1
173.239.218.98	1
173.239.218.100	1
173.239.218.101	1
173.239.218.106	1
173.239.218.107	1
173.239.218.109	1
173.239.218.113	1
173.239.218.114	1
173.239.218.116	1
173.239.218.117	1
173.239.218.118	1
173.239.218.121	1
173.239.218.128	1
173.239.218.135	1
173.239.218.136	1
173.239.218.143	1
173.239.218.144	1
173.239.218.145	1
173.239.218.147	1
173.239.218.148	1
173.239.218.149	1
173.239.218.150	1
173.239.218.151	1
173.239.218.152	1
173.239.218.153	1
173.239.218.154	1
173.239.218.155	1
173.239.218.156	1
173.239.218.157	1
173.239.218.159	1
173.239.218.160	1
173.239.218.161	1
173.239.218.163	1
173.239.218.164	1
173.239.218.165	1
173.239.218.166	1
173.239.218.168	1
173.239.218.169	1
173.239.218.170	1
173.239.218.171	1
173.239.218.175	1
173.239.218.176	1
173.239.218.177	1
173.239.218.179	1
173.239.218.181	1
173.239.218.183	1
173.239.218.185	1
173.239.218.186	1
173.239.218.187	1
173.239.218.188	1
173.239.218.189	1
173.239.218.190	1
173.239.218.192	1
173.239.218.193	1
173.239.218.194	1
173.239.218.195	1
173.239.218.197	1
173.239.218.198	1
173.239.218.199	1
173.239.218.200	1
173.239.218.201	1
173.239.218.202	1
173.239.218.204	1
173.239.218.205	1
173.239.218.207	1
173.239.218.208	1
173.239.218.209	1
173.239.218.210	1
173.239.218.211	1
173.239.218.213	1
173.239.218.214	1
173.239.218.216	1
173.239.218.217	1
173.239.218.218	1
173.239.218.219	1
173.239.218.221	1
173.239.218.224	1
173.239.218.225	1
173.239.218.226	1
173.239.218.227	1
173.239.218.228	1
173.239.218.229	1
173.239.218.230	1
173.239.218.232	1
173.239.218.233	1
173.239.218.234	1
173.239.218.235	1
173.239.218.236	1
173.239.218.237	1
173.239.218.238	1
173.239.218.240	1
173.239.218.243	1
173.239.218.244	1
173.239.218.246	1
173.239.218.249	1
173.239.218.251	1
173.239.218.252	1
173.239.236.69	1
173.239.240.6	1
173.239.240.8	1
173.239.240.9	1
173.239.240.14	1
173.239.240.15	1
173.239.240.21	1
173.239.240.22	1
173.239.240.24	1
173.239.240.25	1
173.239.240.29	1
173.239.240.31	1
173.239.240.32	1
173.239.240.33	1
173.239.240.35	1
173.239.240.37	1
173.239.240.38	1
173.239.240.40	1
173.239.240.42	1
173.239.240.44	1
173.239.240.46	1
173.239.240.47	1
173.239.240.49	1
173.239.240.53	1
173.239.240.57	1
173.239.240.62	1
173.239.240.63	1
173.239.240.64	1
173.239.240.65	1
173.239.240.66	1
173.239.240.67	1
173.239.240.68	1
173.239.240.69	1
173.239.240.70	1
173.239.240.71	1
173.239.240.72	1
173.239.240.73	1
173.239.240.74	1
173.239.240.75	1
173.239.240.76	1
173.239.240.77	1
173.239.240.78	1
173.239.240.79	1
173.239.240.80	1
173.239.240.81	1
173.239.240.82	1
173.239.240.83	1
173.239.240.84	1
173.239.240.85	1
173.239.240.86	1
173.239.240.87	1
173.239.240.88	1
173.239.240.89	1
173.239.240.90	1
173.239.240.91	1
173.239.240.94	1
173.239.240.97	1
173.239.240.98	1
173.239.240.99	1
173.239.240.102	1
173.239.240.103	1
173.239.240.105	1
173.239.240.106	1
173.239.240.107	1
173.239.240.108	1
173.239.240.109	1
173.239.240.110	1
173.239.240.111	1
173.239.240.113	1
173.239.240.115	1
173.239.240.116	1
173.239.240.117	1
173.239.240.146	1
173.239.240.147	1
173.239.240.148	1
173.239.240.149	1
173.239.240.150	1
173.239.240.151	1
173.239.240.152	1
173.239.240.153	1
173.239.240.154	1
173.239.240.155	1
173.239.240.156	1
173.239.240.157	1
173.239.240.158	1
173.239.240.159	1
173.239.240.160	1
173.239.240.161	1
173.239.240.162	1
173.239.240.163	1
173.239.240.164	1
173.239.240.165	1
173.239.240.166	1
173.239.240.167	1
173.239.240.168	1
173.239.240.169	1
173.239.240.170	1
173.239.240.171	1
173.239.240.172	1
173.239.240.173	1
173.239.240.205	1
173.239.240.207	1
173.239.240.208	1
173.239.240.209	1
173.239.240.210	1
173.239.240.213	1
173.239.240.214	1
173.239.240.215	1
173.239.240.216	1
173.239.240.217	1
173.239.240.222	1
173.239.240.223	1
173.239.240.224	1
173.239.240.225	1
173.239.240.226	1
173.239.240.227	1
173.239.240.228	1
173.239.240.230	1
173.239.240.231	1
173.239.240.232	1
173.239.240.233	1
173.239.240.234	1
173.239.240.235	1
173.239.240.236	1
173.239.240.237	1
173.239.240.238	1
173.239.240.239	1
173.239.240.240	1
173.239.240.241	1
173.239.240.242	1
173.239.240.243	1
173.239.240.245	1
173.239.240.246	1
173.239.240.247	1
173.239.240.248	1
173.239.240.249	1
173.239.240.250	1
173.239.240.251	1
173.239.240.252	1
173.239.240.253	1
173.239.240.254	1
173.239.247.45	1
173.239.247.133	1
173.239.247.138	1
173.239.247.173	1
173.244.32.16	1
173.244.42.7	1
173.244.42.13	1
173.244.42.14	1
173.244.42.150	1
173.244.42.154	1
173.244.55.16	1
173.244.55.17	1
173.244.55.18	1
173.244.55.19	1
173.244.55.20	1
173.244.55.21	1
173.244.55.22	1
173.244.55.23	1
173.244.55.24	1
173.244.55.25	1
173.244.55.26	1
173.244.55.27	1
173.244.55.28	1
173.244.55.29	1
173.244.55.30	1
173.244.55.31	1
173.244.55.48	1
173.244.55.51	1
173.244.55.52	1
173.244.55.55	1
173.244.55.57	1
173.244.55.58	1
173.244.55.59	1
173.244.55.60	1
173.244.55.64	1
173.244.55.65	1
173.244.55.66	1
173.244.55.67	1
173.244.55.68	1
173.244.55.70	1
173.244.55.75	1
173.244.55.78	1
173.244.55.82	1
173.244.55.83	1
173.244.55.86	1
173.244.55.88	1
173.244.55.91	1
173.244.55.93	1
173.244.55.94	1
173.244.55.95	1
173.244.55.98	1
173.244.55.99	1
173.244.55.101	1
173.244.55.103	1
173.244.55.104	1
173.244.55.107	1
173.244.55.108	1
173.244.55.111	1
173.244.55.120	1
173.244.55.122	1
173.244.55.124	1
173.244.55.126	1
173.244.55.127	1
173.244.55.132	1
173.244.55.133	1
173.244.55.134	1
173.244.55.135	1
173.244.55.136	1
173.244.55.139	1
173.244.55.140	1
173.244.55.143	1
173.244.55.149	1
173.244.55.150	1
173.244.55.151	1
173.244.55.152	1
173.244.55.153	1
173.244.55.154	1
173.244.55.155	1
173.244.55.156	1
173.248.151.222	1
173.249.9.17	1
173.249.11.249	1
173.249.15.69	1
173.249.40.9	1
173.249.41.97	1
173.249.43.129	1
173.252.167.150	1
173.254.24.14	1
173.254.28.195	1
173.254.28.240	1
173.254.104.194	1
173.255.223.32	1
173.255.229.126	1
173.255.229.156	1
173.255.229.239	1
174.0.229.250	1
174.49.156.76	1
174.76.8.221	1
174.77.128.29	1
174.105.15.219	1
174.112.111.244	1
174.138.0.14	1
174.138.0.39	1
174.138.0.68	1
174.138.0.101	1
174.138.0.125	1
174.138.0.138	1
174.138.0.144	1
174.138.0.195	1
174.138.0.217	1
174.138.0.220	1
174.138.0.239	1
174.138.1.23	1
174.138.1.77	1
174.138.1.78	1
174.138.1.189	1
174.138.1.236	1
174.138.2.2	1
174.138.2.24	1
174.138.2.34	1
174.138.2.101	1
174.138.2.159	1
174.138.2.160	1
174.138.2.171	1
174.138.2.203	1
174.138.2.214	1
174.138.3.43	1
174.138.3.101	1
174.138.3.183	1
174.138.4.38	1
174.138.4.60	1
174.138.4.123	1
174.138.4.139	1
174.138.4.218	1
174.138.4.232	1
174.138.4.236	1
174.138.4.248	1
174.138.5.11	1
174.138.5.18	1
174.138.5.20	1
174.138.5.41	1
174.138.5.65	1
174.138.5.73	1
174.138.5.93	1
174.138.5.103	1
174.138.5.137	1
174.138.5.143	1
174.138.5.148	1
174.138.5.151	1
174.138.5.196	1
174.138.5.198	1
174.138.5.212	1
174.138.5.246	1
174.138.6.20	1
174.138.6.31	1
174.138.6.44	1
174.138.6.91	1
174.138.6.101	1
174.138.6.115	1
174.138.6.144	1
174.138.6.175	1
174.138.6.184	1
174.138.7.72	1
174.138.7.75	1
174.138.7.101	1
174.138.7.186	1
174.138.7.206	1
174.138.8.11	1
174.138.8.39	1
174.138.8.74	1
174.138.8.121	1
174.138.8.159	1
174.138.8.186	1
174.138.9.3	1
174.138.9.10	1
174.138.9.30	1
174.138.9.73	1
174.138.9.144	1
174.138.9.167	1
174.138.9.203	1
174.138.9.205	1
174.138.9.240	1
174.138.10.68	1
174.138.10.102	1
174.138.10.124	1
174.138.10.132	1
174.138.10.144	1
174.138.10.170	1
174.138.10.211	1
174.138.10.234	1
174.138.11.21	1
174.138.11.49	1
174.138.11.78	1
174.138.11.103	1
174.138.11.135	1
174.138.11.247	1
174.138.11.250	1
174.138.12.11	1
174.138.12.13	1
174.138.12.30	1
174.138.12.254	1
174.138.13.0	1
174.138.13.19	1
174.138.13.156	1
174.138.13.174	1
174.138.13.235	1
174.138.14.94	1
174.138.14.109	1
174.138.14.128	1
174.138.14.172	1
174.138.14.231	1
174.138.15.7	1
174.138.15.57	1
174.138.15.130	1
174.138.15.138	1
174.138.15.159	1
174.138.15.162	1
174.138.15.188	1
174.138.15.229	1
174.138.15.250	1
174.138.21.194	1
174.138.34.246	1
174.138.64.240	1
174.138.67.45	1
174.138.85.216	1
174.138.87.36	1
174.138.92.44	1
175.0.66.35	1
175.0.67.0	1
175.1.189.28	1
175.6.217.4	1
175.24.174.41	1
175.30.48.2	1
175.30.48.3	1
175.30.48.4	1
175.30.48.5	1
175.30.48.6	1
175.30.48.7	1
175.30.48.8	1
175.30.48.10	1
175.30.48.11	1
175.30.48.13	1
175.30.48.14	1
175.30.48.17	1
175.30.48.20	1
175.30.48.23	1
175.30.48.24	1
175.30.48.25	1
175.30.48.28	1
175.30.48.30	1
175.30.48.32	1
175.30.48.33	1
175.30.48.34	1
175.30.48.36	1
175.30.48.39	1
175.30.48.40	1
175.30.48.42	1
175.30.48.43	1
175.30.48.44	1
175.30.48.53	1
175.30.48.54	1
175.30.48.57	1
175.30.48.58	1
175.30.48.59	1
175.30.48.60	1
175.30.48.66	1
175.30.48.67	1
175.30.48.68	1
175.30.48.71	1
175.30.48.72	1
175.30.48.73	1
175.30.48.75	1
175.30.48.76	1
175.30.48.80	1
175.30.48.82	1
175.30.48.83	1
175.30.48.87	1
175.30.48.89	1
175.30.48.90	1
175.30.48.92	1
175.30.48.94	1
175.30.48.95	1
175.30.48.96	1
175.30.48.97	1
175.30.48.98	1
175.30.48.99	1
175.30.48.100	1
175.30.48.101	1
175.30.48.102	1
175.30.48.103	1
175.30.48.105	1
175.30.48.107	1
175.30.48.108	1
175.30.48.109	1
175.30.48.110	1
175.30.48.111	1
175.30.48.114	1
175.30.48.116	1
175.30.48.119	1
175.30.48.122	1
175.30.48.124	1
175.30.48.126	1
175.30.48.128	1
175.30.48.129	1
175.30.48.131	1
175.30.48.134	1
175.30.48.137	1
175.30.48.139	1
175.30.48.140	1
175.30.48.141	1
175.30.48.142	1
175.30.48.144	1
175.30.48.147	1
175.30.48.149	1
175.30.48.150	1
175.30.48.154	1
175.30.48.155	1
175.30.48.157	1
175.30.48.160	1
175.30.48.161	1
175.30.48.162	1
175.30.48.163	1
175.30.48.166	1
175.30.48.173	1
175.30.48.174	1
175.30.48.175	1
175.30.48.177	1
175.30.48.179	1
175.30.48.180	1
175.30.48.181	1
175.30.48.184	1
175.30.48.187	1
175.30.48.188	1
175.30.48.190	1
175.30.48.191	1
175.30.48.192	1
175.30.48.195	1
175.30.48.196	1
175.30.48.200	1
175.30.48.203	1
175.30.48.204	1
175.30.48.206	1
175.30.48.207	1
175.30.48.208	1
175.30.48.212	1
175.30.48.215	1
175.30.48.216	1
175.30.48.217	1
175.30.48.220	1
175.30.48.221	1
175.30.48.222	1
175.30.48.223	1
175.30.48.224	1
175.30.48.226	1
175.30.48.230	1
175.30.48.231	1
175.30.48.232	1
175.30.48.233	1
175.30.48.235	1
175.30.48.236	1
175.30.48.237	1
175.30.48.238	1
175.30.48.241	1
175.30.48.242	1
175.30.48.244	1
175.30.48.246	1
175.30.48.249	1
175.30.48.250	1
175.30.48.252	1
175.30.48.253	1
175.30.48.254	1
175.100.42.35	1
175.107.205.3	1
175.107.205.18	1
175.107.205.26	1
175.107.205.32	1
175.107.205.50	1
175.107.205.51	1
175.107.205.56	1
175.107.205.71	1
175.107.205.74	1
175.107.205.81	1
175.107.205.100	1
175.107.205.111	1
175.107.205.151	1
175.107.205.152	1
175.107.205.153	1
175.107.205.159	1
175.107.205.165	1
175.107.205.168	1
175.107.205.171	1
175.107.205.209	1
175.107.205.210	1
175.107.205.239	1
175.107.205.247	1
175.107.228.83	1
175.120.112.221	1
175.126.27.71	1
175.138.99.212	1
175.143.90.142	1
175.144.81.251	1
175.145.61.247	1
175.149.52.22	1
175.149.177.203	1
175.156.107.70	1
175.165.113.167	1
175.166.10.229	1
175.168.48.219	1
175.178.184.98	1
175.183.10.183	1
175.183.82.37	1
175.194.228.129	1
175.198.110.15	1
175.201.0.7	1
175.201.188.162	1
175.204.224.188	1
175.205.148.86	1
175.205.175.117	1
175.207.239.222	1
175.207.254.233	1
175.208.65.191	1
175.208.192.186	1
175.212.92.43	1
175.213.223.121	1
176.31.139.0	1
176.31.139.1	1
176.31.139.2	1
176.31.139.3	1
176.31.139.4	1
176.31.139.5	1
176.31.139.6	1
176.31.139.7	1
176.31.139.9	1
176.31.139.12	1
176.31.139.13	1
176.31.139.14	1
176.31.139.15	1
176.31.139.16	1
176.31.139.17	1
176.31.139.19	1
176.31.139.20	1
176.31.139.21	1
176.31.139.22	1
176.31.139.26	1
176.31.139.27	1
176.31.139.29	1
176.31.139.30	1
176.31.139.31	1
176.57.77.144	1
176.65.132.0	1
176.65.132.3	1
176.65.132.9	1
176.65.132.24	1
176.65.132.26	1
176.65.132.34	1
176.65.132.38	1
176.65.132.39	1
176.65.132.40	1
176.65.132.45	1
176.65.132.46	1
176.65.132.47	1
176.65.132.52	1
176.65.132.55	1
176.65.132.56	1
176.65.132.58	1
176.65.132.62	1
176.65.132.64	1
176.65.132.65	1
176.65.132.67	1
176.65.132.69	1
176.65.132.73	1
176.65.132.83	1
176.65.132.86	1
176.65.132.89	1
176.65.132.93	1
176.65.132.95	1
176.65.132.97	1
176.65.132.104	1
176.65.132.109	1
176.65.132.110	1
176.65.132.113	1
176.65.132.115	1
176.65.132.118	1
176.65.132.120	1
176.65.132.122	1
176.65.132.123	1
176.65.132.124	1
176.65.132.130	1
176.65.132.132	1
176.65.132.133	1
176.65.132.134	1
176.65.132.135	1
176.65.132.138	1
176.65.132.140	1
176.65.132.141	1
176.65.132.142	1
176.65.132.156	1
176.65.132.157	1
176.65.132.168	1
176.65.132.169	1
176.65.132.171	1
176.65.132.174	1
176.65.132.179	1
176.65.132.182	1
176.65.132.195	1
176.65.132.200	1
176.65.132.202	1
176.65.132.203	1
176.65.132.206	1
176.65.132.213	1
176.65.132.221	1
176.65.132.222	1
176.65.132.223	1
176.65.132.227	1
176.65.132.231	1
176.65.132.232	1
176.65.132.238	1
176.65.132.239	1
176.65.132.241	1
176.65.132.244	1
176.65.132.247	1
176.65.132.248	1
176.65.132.250	1
176.65.132.251	1
176.65.132.252	1
176.65.132.253	1
176.65.134.8	1
176.65.134.12	1
176.65.134.34	1
176.65.134.42	1
176.65.134.253	1
176.65.139.6	1
176.65.139.11	1
176.65.139.13	1
176.65.139.14	1
176.65.139.15	1
176.65.139.17	1
176.65.139.18	1
176.65.139.19	1
176.65.139.23	1
176.65.139.24	1
176.65.139.26	1
176.65.139.27	1
176.65.139.29	1
176.65.139.30	1
176.65.139.32	1
176.65.139.33	1
176.65.148.0	1
176.65.148.4	1
176.65.148.6	1
176.65.148.16	1
176.65.148.17	1
176.65.148.18	1
176.65.148.27	1
176.65.148.31	1
176.65.148.34	1
176.65.148.36	1
176.65.148.38	1
176.65.148.41	1
176.65.148.44	1
176.65.148.49	1
176.65.148.51	1
176.65.148.58	1
176.65.148.63	1
176.65.148.65	1
176.65.148.69	1
176.65.148.89	1
176.65.148.108	1
176.65.148.122	1
176.65.148.127	1
176.65.148.130	1
176.65.148.135	1
176.65.148.136	1
176.65.148.138	1
176.65.148.141	1
176.65.148.143	1
176.65.148.144	1
176.65.148.145	1
176.65.148.147	1
176.65.148.150	1
176.65.148.154	1
176.65.148.156	1
176.65.148.159	1
176.65.148.166	1
176.65.148.168	1
176.65.148.169	1
176.65.148.170	1
176.65.148.172	1
176.65.148.174	1
176.65.148.177	1
176.65.148.178	1
176.65.148.181	1
176.65.148.184	1
176.65.148.185	1
176.65.148.186	1
176.65.148.188	1
176.65.148.190	1
176.65.148.193	1
176.65.148.196	1
176.65.148.207	1
176.65.148.210	1
176.65.148.212	1
176.65.148.214	1
176.65.148.217	1
176.65.148.222	1
176.65.148.227	1
176.65.148.229	1
176.65.148.230	1
176.65.148.231	1
176.65.148.241	1
176.65.148.243	1
176.65.148.244	1
176.65.148.246	1
176.65.148.247	1
176.65.148.251	1
176.65.148.254	1
176.65.149.20	1
176.65.149.22	1
176.65.149.23	1
176.65.149.32	1
176.65.149.35	1
176.65.149.47	1
176.65.149.48	1
176.65.149.56	1
176.65.149.59	1
176.65.149.69	1
176.65.149.76	1
176.65.149.80	1
176.65.149.81	1
176.65.149.84	1
176.65.149.87	1
176.65.149.88	1
176.65.149.97	1
176.65.149.98	1
176.65.149.99	1
176.65.149.100	1
176.65.149.103	1
176.65.149.104	1
176.65.149.106	1
176.65.149.111	1
176.65.149.126	1
176.65.149.135	1
176.65.149.137	1
176.65.149.138	1
176.65.149.146	1
176.65.149.150	1
176.65.149.152	1
176.65.149.153	1
176.65.149.154	1
176.65.149.159	1
176.65.149.160	1
176.65.149.162	1
176.65.149.167	1
176.65.149.169	1
176.65.149.170	1
176.65.149.171	1
176.65.149.178	1
176.65.149.179	1
176.65.149.184	1
176.65.149.185	1
176.65.149.186	1
176.65.149.187	1
176.65.149.188	1
176.65.149.192	1
176.65.149.193	1
176.65.149.199	1
176.65.149.202	1
176.65.149.203	1
176.65.149.205	1
176.65.149.206	1
176.65.149.227	1
176.65.151.191	1
176.65.151.194	1
176.65.151.202	1
176.65.151.204	1
176.77.71.177	1
176.97.24.149	1
176.97.25.18	1
176.97.132.139	1
176.99.106.170	1
176.111.152.79	1
176.112.176.103	1
176.113.115.42	1
176.113.115.44	1
176.113.115.74	1
176.113.115.152	1
176.117.0.228	1
176.117.107.30	1
176.117.107.46	1
176.117.107.54	1
176.117.107.61	1
176.117.107.62	1
176.117.107.72	1
176.117.107.97	1
176.117.107.98	1
176.117.107.101	1
176.117.107.104	1
176.117.107.105	1
176.117.107.110	1
176.117.107.111	1
176.117.107.112	1
176.117.107.149	1
176.117.107.150	1
176.117.107.201	1
176.117.107.241	1
176.117.107.242	1
176.117.107.243	1
176.117.107.244	1
176.117.107.245	1
176.117.107.246	1
176.117.107.247	1
176.117.107.248	1
176.117.107.249	1
176.117.107.250	1
176.118.220.236	1
176.120.22.14	1
176.120.22.16	1
176.120.22.23	1
176.120.22.28	1
176.120.22.36	1
176.120.22.38	1
176.120.22.61	1
